20120723  00:00:00,1.21135,1.2113,1.2115,1.2114,1.21125,1.2112,1.21135,1.2113,-1
20120723  00:01:00,1.21135,1.2113,1.21135,1.2113,1.2113,1.2112,1.21135,1.2113,-1
20120723  00:02:00,1.21135,1.2113,1.2115,1.21145,1.21135,1.2113,1.2115,1.2114,-1
20120723  00:03:00,1.2115,1.2114,1.2115,1.2114,1.2114,1.21135,1.2114,1.21135,-1
20120723  00:04:00,1.2114,1.21135,1.21155,1.2115,1.2114,1.21135,1.21155,1.21145,-1
20120723  00:05:00,1.21155,1.21145,1.21155,1.2115,1.21145,1.2114,1.21145,1.2114,-1
20120723  00:06:00,1.21145,1.2114,1.2117,1.21165,1.21145,1.2114,1.21155,1.21145,-1
20120723  00:07:00,1.21155,1.21145,1.2116,1.21155,1.21155,1.21145,1.2116,1.2115,-1
20120723  00:08:00,1.2116,1.2115,1.21165,1.2116,1.2116,1.2115,1.21165,1.2116,-1
20120723  00:09:00,1.21165,1.2116,1.2117,1.2116,1.2116,1.21155,1.21165,1.21155,-1
20120723  00:10:00,1.21165,1.21155,1.2117,1.2116,1.2116,1.21155,1.2116,1.21155,-1
20120723  00:11:00,1.2116,1.21155,1.21165,1.2116,1.21155,1.2115,1.2116,1.2115,-1
20120723  00:12:00,1.2116,1.2115,1.2116,1.2115,1.21155,1.2115,1.21155,1.2115,-1
20120723  00:13:00,1.21155,1.2115,1.2116,1.2115,1.21155,1.2115,1.21155,1.2115,-1
20120723  00:14:00,1.21155,1.2115,1.2116,1.2115,1.21155,1.2115,1.21155,1.2115,-1
20120723  00:15:00,1.21155,1.2115,1.2116,1.2115,1.21155,1.2115,1.2116,1.2115,-1
20120723  00:16:00,1.2116,1.2115,1.21165,1.21155,1.21155,1.2115,1.21155,1.2115,-1
20120723  00:17:00,1.21155,1.2115,1.2116,1.21155,1.21155,1.2115,1.2116,1.2115,-1
20120723  00:18:00,1.2116,1.2115,1.2116,1.2115,1.21145,1.2114,1.2115,1.2114,-1
20120723  00:19:00,1.2115,1.2114,1.21155,1.2115,1.2115,1.2114,1.21155,1.2115,-1
20120723  00:20:00,1.21155,1.2115,1.2116,1.2115,1.21155,1.2115,1.21155,1.2115,-1
20120723  00:21:00,1.21155,1.2115,1.2116,1.2115,1.2115,1.21145,1.2116,1.2115,-1
20120723  00:22:00,1.2116,1.2115,1.2116,1.2115,1.21155,1.21145,1.21155,1.2115,-1
20120723  00:23:00,1.21155,1.2115,1.2116,1.2115,1.2115,1.21145,1.21155,1.2115,-1
20120723  00:24:00,1.21155,1.2115,1.2116,1.21155,1.2115,1.2114,1.21155,1.21145,-1
20120723  00:25:00,1.21155,1.21145,1.21155,1.21145,1.2115,1.21145,1.21155,1.21145,-1
20120723  00:26:00,1.21155,1.21145,1.21155,1.21145,1.2115,1.21145,1.2115,1.21145,-1
20120723  00:27:00,1.2115,1.21145,1.21155,1.2115,1.2115,1.21145,1.21155,1.2115,-1
20120723  00:28:00,1.21155,1.2115,1.21155,1.2115,1.2115,1.21145,1.21155,1.2115,-1
20120723  00:29:00,1.21155,1.2115,1.2117,1.21165,1.21155,1.2115,1.2116,1.2115,-1
20120723  00:30:00,1.2116,1.2115,1.2116,1.2115,1.21155,1.2115,1.2116,1.2115,-1
20120723  00:31:00,1.2116,1.2115,1.2116,1.2115,1.21155,1.2115,1.2116,1.2115,-1
20120723  00:32:00,1.2116,1.2115,1.2116,1.21155,1.21155,1.2115,1.21155,1.2115,-1
20120723  00:33:00,1.21155,1.2115,1.2116,1.2115,1.2115,1.21145,1.2115,1.21145,-1
20120723  00:34:00,1.2115,1.21145,1.2115,1.21145,1.2114,1.21135,1.2115,1.2114,-1
20120723  00:35:00,1.2115,1.2114,1.2115,1.2114,1.21125,1.2112,1.21135,1.21125,-1
20120723  00:36:00,1.21135,1.21125,1.21135,1.2113,1.21125,1.2112,1.21125,1.2112,-1
20120723  00:37:00,1.21125,1.2112,1.21135,1.21125,1.21125,1.2112,1.2113,1.2112,-1
20120723  00:38:00,1.2113,1.2112,1.2113,1.21125,1.21125,1.2112,1.2113,1.21125,-1
20120723  00:39:00,1.2113,1.21125,1.2113,1.21125,1.2113,1.2112,1.2113,1.21125,-1
20120723  00:40:00,1.2113,1.21125,1.2113,1.21125,1.2113,1.2112,1.2113,1.2112,-1
20120723  00:41:00,1.2113,1.2112,1.21135,1.21125,1.21125,1.2112,1.21125,1.2112,-1
20120723  00:42:00,1.21125,1.2112,1.2114,1.21135,1.21125,1.2112,1.2114,1.2113,-1
20120723  00:43:00,1.2114,1.2113,1.21145,1.21135,1.21135,1.2113,1.2114,1.2113,-1
20120723  00:44:00,1.2114,1.2113,1.2114,1.2113,1.21125,1.2112,1.21125,1.2112,-1
20120723  00:45:00,1.21125,1.2112,1.2113,1.21125,1.21125,1.2112,1.21125,1.2112,-1
20120723  00:46:00,1.21125,1.2112,1.2113,1.21125,1.21125,1.2112,1.21125,1.2112,-1
20120723  00:47:00,1.21125,1.2112,1.21135,1.2113,1.21125,1.2112,1.21135,1.21125,-1
20120723  00:48:00,1.21135,1.21125,1.21135,1.2113,1.2113,1.2112,1.2113,1.21125,-1
20120723  00:49:00,1.2113,1.21125,1.2114,1.21135,1.2113,1.21125,1.21135,1.2113,-1
20120723  00:50:00,1.21135,1.2113,1.21135,1.2113,1.21125,1.2112,1.21135,1.21125,-1
20120723  00:51:00,1.21135,1.21125,1.21135,1.21125,1.21125,1.2112,1.21125,1.2112,-1
20120723  00:52:00,1.21125,1.2112,1.21145,1.2114,1.21125,1.2112,1.21145,1.2114,-1
20120723  00:53:00,1.21145,1.2114,1.21145,1.2114,1.2114,1.21135,1.21145,1.2114,-1
20120723  00:54:00,1.21145,1.2114,1.2116,1.21155,1.21145,1.2114,1.21155,1.2115,-1
20120723  00:55:00,1.21155,1.2115,1.2116,1.21155,1.2114,1.21135,1.2115,1.2114,-1
20120723  00:56:00,1.2115,1.2114,1.2115,1.21145,1.21145,1.2114,1.2115,1.21145,-1
20120723  00:57:00,1.2115,1.21145,1.2115,1.21145,1.21145,1.2114,1.2115,1.21145,-1
